# r(kpc)                A2_0                    zh2                    phase2   A4_0                    zh4                    phase4   A6_0                     zh6                    phase6  
  9.67                  2.6663413005965144E-4   4.4014999999999995     0.0      5.410594630263185E-7    4.3765                 0.0      1.362042302147359E-9     4.4014999999999995     0.0     
  9.68                  2.622105956610068E-4    4.406                  0.0      5.206088518105029E-7    4.381                  0.0      1.2831439641078997E-9    4.406                  0.0     
  9.69                  2.578406688954582E-4    4.4105                 0.0      5.00839303011899E-7     4.3855                 0.0      1.2084712296045011E-9    4.4105                 0.0     
  9.700000000000001     2.535239547731435E-4    4.415                  0.0      4.817313213447603E-7    4.390000000000001      0.0      1.1378167856403083E-9    4.415                  0.0     
  9.71                  2.4926005898999616E-4   4.4195                 0.0      4.632658728874058E-7    4.394500000000001      0.0      1.0709825241923528E-9    4.4195                 0.0     
  9.72                  2.4504858793852576E-4   4.424                  0.0      4.454243766808109E-7    4.399000000000001      0.0      1.007779178426813E-9     4.424                  0.0     
  9.73                  2.4088914871859318E-4   4.4285000000000005     0.0      4.281886964252121E-7    4.403500000000001      0.0      9.480259713988845E-10    4.4285000000000005     0.0     
  9.74                  2.3678134914815956E-4   4.433                  0.0      4.1154113227451366E-7   4.408                  0.0      8.915502768799023E-10    4.433                  0.0     
  9.75                  2.3272479777401912E-4   4.4375                 0.0      3.95464412728382E-7     4.4125000000000005     0.0      8.381872919626333E-10    4.4375                 0.0     
  9.76                  2.2871910388251907E-4   4.442                  0.0      3.7994168662187833E-7   4.417000000000001      0.0      7.87779721103297E-10     4.442                  0.0     
  9.77                  2.2476387751025655E-4   4.4464999999999995     0.0      3.649565152124016E-7    4.4215                 0.0      7.401774712662942E-10    4.4464999999999995     0.0     
  9.78                  2.208587294547591E-4    4.451                  0.0      3.5049286436376076E-7   4.426                  0.0      6.952373578453696E-10    4.451                  0.0     
  9.790000000000001     2.170032712851508E-4    4.455500000000001      0.0      3.3653509682716867E-7   4.430500000000001      0.0      6.528228210423077E-10    4.455500000000001      0.0     
  9.8                   2.1319711535279845E-4   4.46                   0.0      3.2306796461889163E-7   4.4350000000000005     0.0      6.128036523914567E-10    4.46                   0.0     
  9.81                  2.0943987480193807E-4   4.4645                 0.0      3.1007660149430374E-7   4.439500000000001      0.0      5.750557311256805E-10    4.4645                 0.0     
  9.82                  2.0573116358028605E-4   4.469                  0.0      2.975465155180872E-7    4.444000000000001      0.0      5.394607700864798E-10    4.469                  0.0     
  9.83                  2.0207059644963447E-4   4.4735                 0.0      2.854635817302889E-7    4.4485                 0.0      5.059060708879761E-10    4.4735                 0.0     
  9.84                  1.9845778899642516E-4   4.478                  0.0      2.7381403490790625E-7   4.453                  0.0      4.742842880512927E-10    4.478                  0.0     
  9.85                  1.9489235764230607E-4   4.4825                 0.0      2.625844624216956E-7    4.4575000000000005     0.0      4.4449320183276963E-10   4.4825                 0.0     
  9.86                  1.9137391965467373E-4   4.487                  0.0      2.5176179718787803E-7   4.462000000000001      0.0      4.164354994761293E-10    4.487                  0.0     
  9.870000000000001     1.8790209315719324E-4   4.4915                 0.0      2.4133331071435947E-7   4.466500000000001      0.0      3.9001856462517255E-10   4.4915                 0.0     
  9.88                  1.844764971403049E-4    4.496                  0.0      2.3128660624113014E-7   4.471000000000001      0.0      3.6515427464024653E-10   4.496                  0.0     
  9.89                  1.8109675147170626E-4   4.500500000000001      0.0      2.216096119744213E-7    4.475500000000001      0.0      3.4175880556790966E-10   4.500500000000001      0.0     
  9.9                   1.7776247690682486E-4   4.505                  0.0      2.1229057441427285E-7   4.48                   0.0      3.197524445197142E-10    4.505                  0.0     
  9.91                  1.7447329509926693E-4   4.5095                 0.0      2.0331805177505126E-7   4.484500000000001      0.0      2.990594092219575E-10    4.5095                 0.0     
  9.92                  1.7122882861124857E-4   4.514                  0.0      1.9468090749851505E-7   4.489000000000001      0.0      2.7960767450448393E-10   4.514                  0.0     
  9.93                  1.6802870092401262E-4   4.5184999999999995     0.0      1.8636830385899446E-7   4.4935                 0.0      2.613288055025469E-10    4.5184999999999995     0.0     
  9.94                  1.6487253644822405E-4   4.523                  0.0      1.783696956602132E-7    4.498                  0.0      2.441577973515266E-10    4.523                  0.0     
  9.950000000000001     1.6175996053434622E-4   4.527500000000001      0.0      1.7067482402329257E-7   4.502500000000001      0.0      2.2803292116013057E-10   4.527500000000001      0.0     
  9.96                  1.586905994830055E-4    4.532                  0.0      1.6327371026547658E-7   4.507000000000001      0.0      2.128955760533587E-10    4.532                  0.0     
  9.97                  1.5566408055532876E-4   4.5365                 0.0      1.5615664986904835E-7   4.511500000000001      0.0      1.9869014708195788E-10   4.5365                 0.0     
  9.98                  1.5268003198327007E-4   4.541                  0.0      1.4931420653997073E-7   4.516000000000001      0.0      1.853638688006947E-10    4.541                  0.0     
  9.99                  1.4973808297991375E-4   4.5455                 0.0      1.4273720635570788E-7   4.5205                 0.0      1.7286669432298165E-10   4.5455                 0.0     
  10.0                  1.468378637497643E-4    4.55                   0.0      1.3641673200171863E-7   4.525                  0.0      1.6115116966473927E-10   4.55                   0.0     
  10.01                 1.4397900549901384E-4   4.5545                 0.0      1.3034411709606356E-7   4.5295000000000005     0.0      1.5017231319544127E-10   4.5545                 0.0     
  10.02                 1.4116114044579171E-4   4.559                  0.0      1.2451094060158306E-7   4.534000000000001      0.0      1.3988750001939203E-10   4.559                  0.0     
  10.03                 1.383839018303986E-4    4.5634999999999994     0.0      1.189090213250896E-7    4.5385                 0.0      1.3025635111522522E-10   4.5634999999999994     0.0     
  10.040000000000001    1.356469239255184E-4    4.5680000000000005     0.0      1.1353041250298538E-7   4.543000000000001      0.0      1.2124062706642E-10      4.5680000000000005     0.0     
  10.05                 1.329498420464155E-4    4.572500000000001      0.0      1.083673964727381E-7    4.547500000000001      0.0      1.1280412622044543E-10   4.572500000000001      0.0     
  10.06                 1.3029229256110748E-4   4.577                  0.0      1.0341247942960097E-7   4.5520000000000005     0.0      1.0491258711873139E-10   4.577                  0.0     
  10.07                 1.2767391290052687E-4   4.5815                 0.0      9.865838626799839E-8    4.556500000000001      0.0      9.753359504430235E-11    4.5815                 0.0     
  10.08                 1.2509434156865868E-4   4.586                  0.0      9.40980555069392E-8     4.561000000000001      0.0      9.063649253829103E-11    4.586                  0.0     
  10.09                 1.2255321815266E-4      4.5905                 0.0      8.972463429884588E-8    4.5655                 0.0      8.419229374097854E-11    4.5905                 0.0     
  10.1                  1.2005018333296364E-4   4.595                  0.0      8.553147352117069E-8    4.57                   0.0      7.817360241727232E-11    4.595                  0.0     
  10.11                 1.1758487889336021E-4   4.5995                 0.0      8.151212295014758E-8    4.5745000000000005     0.0      7.255453353069402E-11    4.5995                 0.0     
  10.120000000000001    1.1515694773106048E-4   4.604                  0.0      7.766032651603486E-8    4.579000000000001      0.0      6.731063823407043E-11    4.604                  0.0     
  10.13                 1.1276603386674399E-4   4.6085                 0.0      7.397001763919818E-8    4.583500000000001      0.0      6.241883214912289E-11    4.6085                 0.0     
  10.14                 1.1041178245458158E-4   4.613                  0.0      7.043531464634998E-8    4.588000000000001      0.0      5.7857326811030857E-11   4.613                  0.0     
  10.15                 1.0809383979224445E-4   4.6175                 0.0      6.705051626629015E-8    4.5925                 0.0      5.360556415792024E-11    4.6175                 0.0     
  10.16                 1.0581185333089045E-4   4.622                  0.0      6.381009720445315E-8    4.597                  0.0      4.964415394892109E-11    4.622                  0.0     
  10.17                 1.0356547168513448E-4   4.6265                 0.0      6.070870379558304E-8    4.601500000000001      0.0      4.595481399812125E-11    4.6265                 0.0     
  10.18                 1.0135434464299704E-4   4.631                  0.0      5.7741149733831955E-8   4.606000000000001      0.0      4.252031311528441E-11    4.631                  0.0     
  10.19                 9.91781231758334E-5     4.6354999999999995     0.0      5.4902411879584244E-8   4.6105                 0.0      3.932441664769915E-11    4.6354999999999995     0.0     
  10.200000000000001    9.703645944824583E-5    4.640000000000001      0.0      5.2187626142300235E-8   4.615000000000001      0.0      3.635183452092104E-11    4.640000000000001      0.0     
  10.21                 9.492900682797478E-5    4.644500000000001      0.0      4.959208343865966E-8    4.619500000000001      0.0      3.3588171679476885E-11   4.644500000000001      0.0     
  10.22                 9.28554198957694E-5     4.649                  0.0      4.711122572528492E-8    4.6240000000000006     0.0      3.10198808318422E-11     4.649                  0.0     
  10.23                 9.081535445523988E-5    4.6535                 0.0      4.474064210532055E-8    4.628500000000001      0.0      2.863421740716021E-11    4.6535                 0.0     
  10.24                 8.880846754269103E-5    4.658                  0.0      4.2476065008137254E-8   4.633000000000001      0.0      2.6419196634242937E-11   4.658                  0.0     
  10.25                 8.683441743693437E-5    4.6625                 0.0      4.031336644141933E-8    4.6375                 0.0      2.4363552656389545E-11   4.6625                 0.0     
  10.26                 8.48928636690802E-5     4.667                  0.0      3.824855431489691E-8    4.642                  0.0      2.245669959848667E-11    4.667                  0.0     
  10.27                 8.298346703231208E-5    4.6715                 0.0      3.627776883497873E-8    4.6465000000000005     0.0      2.0688694505700177E-11   4.6715                 0.0     
  10.28                 8.110588959163913E-5    4.675999999999999      0.0      3.4397278969529975E-8   4.651                  0.0      1.9050202075833552E-11   4.675999999999999      0.0     
  10.290000000000001    7.925979469362802E-5    4.6805                 0.0      3.2603478982042764E-8   4.655500000000001      0.0      1.7532461110134506E-11   4.6805                 0.0     
  10.3                  7.74448469761183E-5     4.6850000000000005     0.0      3.089288503444436E-8    4.660000000000001      0.0      1.6127252609958774E-11   4.6850000000000005     0.0     
  10.31                 7.566071237791241E-5    4.6895                 0.0      2.9262131857772577E-8   4.6645                 0.0      1.4826869449246645E-11   4.6895                 0.0     
  10.32                 7.390705814844952E-5    4.694                  0.0      2.7707969489961645E-8   4.6690000000000005     0.0      1.3624087555269313E-11   4.694                  0.0     
  10.33                 7.218355285745625E-5    4.6985                 0.0      2.622726007996372E-8    4.673500000000001      0.0      1.2512138532507622E-11   4.6985                 0.0     
  10.34                 7.048986640457942E-5    4.703                  0.0      2.4816974757439366E-8   4.678000000000001      0.0      1.1484683666886443E-11   4.703                  0.0     
  10.35                 6.882567002899613E-5    4.7075                 0.0      2.347419056723878E-8    4.6825                 0.0      1.0535789249865952E-11   4.7075                 0.0     
  10.36                 6.71906363190033E-5     4.712                  0.0      2.219608746789954E-8    4.687                  0.0      9.659903164116599E-12    4.712                  0.0     
  10.370000000000001    6.558443922158808E-5    4.716500000000001      0.0      2.097994539338366E-8    4.691500000000001      0.0      8.851832674660387E-12    4.716500000000001      0.0     
  10.38                 6.400675405197635E-5    4.721                  0.0      1.9823141377271082E-8   4.696000000000001      0.0      8.106723371452991E-12    4.721                  0.0     
  10.39                 6.24572575031593E-5     4.7255                 0.0      1.8723146738628346E-8   4.700500000000001      0.0      7.420039211416435E-12    4.7255                 0.0     
  10.4                  6.093562765539995E-5    4.73                   0.0      1.767752432877005E-8    4.705000000000001      0.0      6.7875436099054495E-12   4.73                   0.0     
  10.41                 5.944154398571944E-5    4.7345                 0.0      1.6683925838128667E-8   4.7095                 0.0      6.205281533503699E-12    4.7345                 0.0     
  10.42                 5.797468737736026E-5    4.739                  0.0      1.5740089162445437E-8   4.714                  0.0      5.669562547901446E-12    4.739                  0.0     
  10.43                 5.6534740129228356E-5   4.7435                 0.0      1.484383582749734E-8    4.718500000000001      0.0      5.1769447764078476E-12   4.7435                 0.0     
  10.44                 5.5121385965315206E-5   4.747999999999999      0.0      1.3993068471574622E-8   4.723                  0.0      4.724219726395095E-12    4.747999999999999      0.0     
  10.450000000000001    5.3734310044096446E-5   4.7525                 0.0      1.31857683849194E-8     4.727500000000001      0.0      4.308397942659701E-12    4.7525                 0.0     
  10.46                 5.2373198967910515E-5   4.757000000000001      0.0      1.2419993105341104E-8   4.732000000000001      0.0      3.9266954483260466E-12   4.757000000000001      0.0     
  10.47                 5.103774079231271E-5    4.7615                 0.0      1.1693874069219013E-8   4.7365                 0.0      3.576520935499254E-12    4.7615                 0.0     
  10.48                 4.972762503541087E-5    4.766                  0.0      1.1005614317109353E-8   4.7410000000000005     0.0      3.2554636694120856E-12   4.766                  0.0     
  10.49                 4.8442542687176306E-5   4.7705                 0.0      1.0353486253167682E-8   4.745500000000001      0.0      2.961282071291223E-12    4.7705                 0.0     
  10.5                  4.71821862187328E-5     4.775                  0.0      9.735829457603331E-9    4.750000000000001      0.0      2.691892946606885E-12    4.775                  0.0     
  10.51                 4.594624959162478E-5    4.7795                 0.0      9.1510485513827E-9      4.7545                 0.0      2.4453613267574518E-12   4.7795                 0.0     
  10.52                 4.473442826706145E-5    4.784                  0.0      8.597611112397216E-9    4.759                  0.0      2.2198908935818675E-12   4.784                  0.0     
  10.53                 4.3546419215138216E-5   4.7885                 0.0      8.074045642315757E-9    4.7635000000000005     0.0      2.013814957390498E-12    4.7885                 0.0     
  10.540000000000001    4.238192092403682E-5    4.793                  0.0      7.578939583342644E-9    4.768000000000001      0.0      1.825587960457445E-12    4.793                  0.0     
  10.55                 4.124063340920153E-5    4.7975                 0.0      7.110937384102579E-9    4.772500000000001      0.0      1.6537774791261825E-12   4.7975                 0.0     
  10.56                 4.0122258222491864E-5   4.8020000000000005     0.0      6.668738613877261E-9    4.777000000000001      0.0      1.4970566988483218E-12   4.8020000000000005     0.0     
  10.57                 3.902649846131253E-5    4.8065                 0.0      6.251096124420967E-9    4.7815                 0.0      1.354197337601777E-12    4.8065                 0.0     
  10.58                 3.795305877772095E-5    4.811                  0.0      5.856814258584272E-9    4.7860000000000005     0.0      1.2240629942208266E-12   4.811                  0.0     
  10.59                 3.6901645387509925E-5   4.8155                 0.0      5.484747104977059E-9    4.790500000000001      0.0      1.1056028992178477E-12   4.8155                 0.0     
  10.6                  3.5871966079266656E-5   4.819999999999999      0.0      5.133796797906058E-9    4.795                  0.0      9.978460466865148E-13    4.819999999999999      0.0     
  10.61                 3.4863730223409336E-5   4.8245                 0.0      4.802911861825021E-9    4.7995                 0.0      8.998956868488111E-13    4.8245                 0.0     
  10.620000000000001    3.3876648781198055E-5   4.829000000000001      0.0      4.491085599537515E-9    4.804000000000001      0.0      8.109241597444934E-13    4.829000000000001      0.0     
  10.63                 3.291043431372306E-5    4.8335                 0.0      4.197354523397672E-9    4.8085                 0.0      7.301680514640296E-13    4.8335                 0.0     
  10.64                 3.196480099086666E-5    4.838                  0.0      3.920796828755631E-9    4.813000000000001      0.0      6.569236551931104E-13    4.838                  0.0     
  10.65                 3.1039464600243076E-5   4.8425                 0.0      3.6605309089007606E-9   4.817500000000001      0.0      5.905427201722809E-13    4.8425                 0.0     
  10.66                 3.0134142556111856E-5   4.847                  0.0      3.4157139107567965E-9   4.822000000000001      0.0      5.304284724770029E-13    4.847                  0.0     
  10.67                 2.9248553908266583E-5   4.8515                 0.0      3.18554033058915E-9     4.8265                 0.0      4.760318922954104E-13    4.8515                 0.0     
  10.68                 2.8382419350899512E-5   4.856                  0.0      2.9692406489884352E-9   4.831                  0.0      4.268482331219409E-13    4.856                  0.0     
  10.69                 2.753546123143993E-5    4.8605                 0.0      2.7660800043978393E-9   4.835500000000001      0.0      3.824137689965065E-13    4.8605                 0.0     
  10.700000000000001    2.67074035593669E-5     4.865                  0.0      2.575356904457481E-9    4.840000000000001      0.0      3.423027566022341E-13    4.865                  0.0     
  10.71                 2.589797201499795E-5    4.8695                 0.0      2.396401974443598E-9    4.844500000000001      0.0      3.0612459969025357E-13   4.8695                 0.0     
  10.72                 2.510689395824962E-5    4.8740000000000006     0.0      2.228576742084061E-9    4.849000000000001      0.0      2.7352120392839727E-13   4.8740000000000006     0.0     
  10.73                 2.433389843737369E-5    4.8785                 0.0      2.0712724580385705E-9   4.8535                 0.0      2.441645108737142E-13    4.8785                 0.0     
  10.74                 2.357871619766596E-5    4.883                  0.0      1.923908951335413E-9    4.8580000000000005     0.0      2.1775420034582567E-13   4.883                  0.0     
  10.75                 2.2841079690149557E-5   4.8875                 0.0      1.7859335190631564E-9   4.862500000000001      0.0      1.9401555103148586E-13   4.8875                 0.0     
  10.76                 2.2120723080230635E-5   4.8919999999999995     0.0      1.656819849620171E-9    4.867                  0.0      1.726974496800246E-13    4.8919999999999995     0.0     
  10.77                 2.1417382256327044E-5   4.8965                 0.0      1.5360669788311165E-9   4.8715                 0.0      1.5357053975615587E-13   4.8965                 0.0     
  10.78                 2.073079483847068E-5    4.901                  0.0      1.4231982782451326E-9   4.876                  0.0      1.3642550090120935E-13   4.901                  0.0     
  10.790000000000001    2.0060700186881258E-5   4.9055                 0.0      1.317760474935894E-9    4.8805000000000005     0.0      1.2107145101705015E-13   4.9055                 0.0     
  10.8                  1.9406839410513405E-5   4.91                   0.0      1.2193227021303287E-9   4.885000000000001      0.0      1.0733446322972514E-13   4.91                   0.0     
  10.81                 1.8768955375574317E-5   4.9145                 0.0      1.1274755799981755E-9   4.889500000000001      0.0      9.505619041252712E-14    4.9145                 0.0     
  10.82                 1.814679271401494E-5    4.9190000000000005     0.0      1.041830325941642E-9    4.894000000000001      0.0      8.409259035185427E-14    4.9190000000000005     0.0     
  10.83                 1.754009783199137E-5    4.9235                 0.0      9.620178937298236E-10   4.8985                 0.0      7.431274502412833E-14    4.9235                 0.0     
  10.84                 1.6948618918297625E-5   4.928                  0.0      8.876881408296691E-10   4.9030000000000005     0.0      6.559776781929112E-14    4.928                  0.0     
  10.85                 1.6372105952769987E-5   4.9325                 0.0      8.185090232916852E-10   4.907500000000001      0.0      5.78397928962996E-14     4.9325                 0.0     
  10.86                 1.5810310714661282E-5   4.936999999999999      0.0      7.541658175549929E-10   4.912                  0.0      5.0941041189346286E-14   4.936999999999999      0.0     
  10.870000000000001    1.5262986790985422E-5   4.9415000000000004     0.0      6.943603685434048E-10   4.916500000000001      0.0      4.4812957900924956E-14   4.9415000000000004     0.0     
  10.88                 1.4729889584833018E-5   4.946000000000001      0.0      6.388103634310831E-10   4.921000000000001      0.0      3.9375416619834074E-14   4.946000000000001      0.0     
  10.89                 1.4210776323655164E-5   4.9505                 0.0      5.872486304629028E-10   4.9255                 0.0      3.455598548935435E-14    4.9505                 0.0     
  10.9                  1.370540606751786E-5    4.955                  0.0      5.394224622223007E-10   4.930000000000001      0.0      3.0289251123854916E-14   4.955                  0.0     
  10.91                 1.3213539717324612E-5   4.9595                 0.0      4.950929627460153E-10   4.934500000000001      0.0      2.6516196231319946E-14   4.9595                 0.0     
  10.92                 1.2734940023008573E-5   4.9639999999999995     0.0      4.5403441789273875E-10  4.939                  0.0      2.3183627145483914E-14   4.9639999999999995     0.0     
  10.93                 1.2269371591692355E-5   4.9685                 0.0      4.160336883797277E-10   4.9435                 0.0      2.024364770479557E-14    4.9685                 0.0     
  10.94                 1.181660089581593E-5    4.973                  0.0      3.808896249090231E-10   4.948                  0.0      1.7653176136914972E-14   4.973                  0.0     
  10.950000000000001    1.1376396281232612E-5   4.9775                 0.0      3.4841250481236083E-10  4.952500000000001      0.0      1.537350181731478E-14    4.9775                 0.0     
  10.96                 1.0948527975271985E-5   4.982                  0.0      3.1842348965130455E-10  4.957000000000001      0.0      1.3369878969308302E-14   4.982                  0.0     
  10.97                 1.0532768094769474E-5   4.9865                 0.0      2.907541032168276E-10   4.961500000000001      0.0      1.1611154560949823E-14   4.9865                 0.0     
  10.98                 1.012889065406261E-5    4.9910000000000005     0.0      2.652457293802658E-10   4.966000000000001      0.0      1.0069427832179055E-14   4.9910000000000005     0.0     
  10.99                 9.736671572953625E-6    4.9955                 0.0      2.41749129255265E-10    4.9705                 0.0      8.719739053757344E-15    4.9955                 0.0     
  11.0                  9.355888684637221E-6    5.0                    0.0      2.2012397713809997E-10  4.9750000000000005     0.0      7.539785278398894E-15    5.0                    0.0     
  11.01                 8.986321743593555E-6    5.0045                 0.0      2.0023841470167242E-10  4.979500000000001      0.0      6.509660994456752E-15    5.0045                 0.0     
  11.02                 8.627752433446416E-6    5.0089999999999995     0.0      1.8196862292638168E-10  4.984                  0.0      5.611621733967572E-15    5.0089999999999995     0.0     
  11.03                 8.279964374785244E-6    5.0135                 0.0      1.651984112589313E-10   4.9885                 0.0      4.829868820183749E-15    5.0135                 0.0     
  11.040000000000001    7.942743132950907E-6    5.018000000000001      0.0      1.4981882349820895E-10  4.993000000000001      0.0      4.1503535653118835E-15   5.018000000000001      0.0     
  11.05                 7.6158762257854645E-6   5.0225                 0.0      1.3572775991539975E-10  4.9975000000000005     0.0      3.5605993473820164E-15   5.0225                 0.0     
  11.06                 7.299153131343815E-6    5.027                  0.0      1.2282961512345817E-10  5.002000000000001      0.0      3.049540106344374E-15    5.027                  0.0     
  11.07                 6.9923652955683745E-6   5.0315                 0.0      1.1103493121930702E-10  5.006500000000001      0.0      2.6073739039825084E-15   5.0315                 0.0     
  11.08                 6.695306139925051E-6    5.036                  0.0      1.0026006573012524E-10  5.011                  0.0      2.225430290346147E-15    5.036                  0.0     
  11.09                 6.407771069000873E-6    5.0405                 0.0      9.042687390332507E-11   5.0155                 0.0      1.896050311480893E-15    5.0405                 0.0     
  11.1                  6.129557478061905E-6    5.045                  0.0      8.146240488791842E-11   5.0200000000000005     0.0      1.6124780795516009E-15   5.045                  0.0     
  11.11                 5.860464760571243E-6    5.0495                 0.0      7.329861136320738E-11   5.024500000000001      0.0      1.3687629073251494E-15   5.0495                 0.0     
  11.120000000000001    5.600294315666761E-6    5.054                  0.0      6.587207217892338E-11   5.029000000000001      0.0      1.1596710846701354E-15   5.054                  0.0     
  11.13                 5.348849555597486E-6    5.0585                 0.0      5.912372757912601E-11   5.033500000000001      0.0      9.806064455180805E-16    5.0585                 0.0     
  11.14                 5.105935913118051E-6    5.063000000000001      0.0      5.2998626590410036E-11  5.038000000000001      0.0      8.27538939874284E-16     5.063000000000001      0.0     
  11.15                 4.871360848840812E-6    5.0675                 0.0      4.7445686163190856E-11  5.0425                 0.0      6.969404872135328E-16    5.0675                 0.0     
  11.16                 4.644933858544957E-6    5.072                  0.0      4.241746166304826E-11   5.047000000000001      0.0      5.857274451861968E-16    5.072                  0.0     
  11.17                 4.426466480441474E-6    5.0765                 0.0      3.786992831731452E-11   5.051500000000001      0.0      4.912090812236466E-16    5.0765                 0.0     
  11.18                 4.215772302393549E-6    5.0809999999999995     0.0      3.376227323031641E-11   5.056                  0.0      4.1104148458865607E-16   5.0809999999999995     0.0     
  11.19                 4.012666969091848E-6    5.0855                 0.0      3.005669758887152E-11   5.0605                 0.0      3.431864028758868E-16    5.0855                 0.0     
  11.200000000000001    3.816968189183326E-6    5.090000000000001      0.0      2.6718228687803866E-11  5.065000000000001      0.0      2.858745301315648E-16    5.090000000000001      0.0     
  11.21                 3.6284957423533873E-6   5.0945                 0.0      2.371454141342823E-11   5.069500000000001      0.0      2.37572813823544E-16     5.0945                 0.0     
  11.22                 3.447071486359823E-6    5.099                  0.0      2.1015788831067994E-11  5.074000000000001      0.0      1.9695538503538602E-16   5.099                  0.0     
  11.23                 3.2725193640185796E-6   5.1035                 0.0      1.8594441530811995E-11  5.078500000000001      0.0      1.6287775065839735E-16   5.1035                 0.0     
  11.24                 3.1046654101395934E-6   5.108                  0.0      1.6425135393771587E-11  5.083                  0.0      1.3435391817934314E-16   5.108                  0.0     
  11.25                 2.9433377584121457E-6   5.1125                 0.0      1.4484527449172399E-11  5.0875                 0.0      1.1053615307028537E-16   5.1125                 0.0     
  11.26                 2.7883666482389298E-6   5.117                  0.0      1.2751159500626155E-11  5.0920000000000005     0.0      9.069709593133635E-17    5.117                  0.0     
  11.27                 2.6395844315174173E-6   5.1215                 0.0      1.1205329207898253E-11  5.096500000000001      0.0      7.421399156221803E-17    5.1215                 0.0     
  11.28                 2.496825579367686E-6    5.1259999999999994     0.0      9.828968318429643E-12   5.101                  0.0      6.055480518195937E-17    5.1259999999999994     0.0     
  11.290000000000001    2.359926688805787E-6    5.1305000000000005     0.0      8.605527750757746E-12   5.105500000000001      0.0      4.926602220804105E-17    5.1305000000000005     0.0     
  11.3                  2.2287264893612263E-6   5.135000000000001      0.0      7.519869239816057E-12   5.110000000000001      0.0      3.996194747078723E-17    5.135000000000001      0.0     
  11.31                 2.1030658496374502E-6   5.1395                 0.0      6.558163261882167E-12   5.1145000000000005     0.0      3.231533759325936E-17    5.1395                 0.0     
  11.32                 1.982787783814248E-6    5.144                  0.0      5.7077929646745584E-12  5.119000000000001      0.0      2.604921662232387E-17    5.144                  0.0     
  11.33                 1.8677374580907937E-6   5.1485                 0.0      4.957263835768067E-12   5.123500000000001      0.0      2.0929739958098602E-17   5.1485                 0.0     
  11.34                 1.7577621970677916E-6   5.153                  0.0      4.296118850105555E-12   5.128                  0.0      1.6759985295985862E-17   5.153                  0.0     
  11.35                 1.6527114900674912E-6   5.1575                 0.0      3.714858844929298E-12   5.1325                 0.0      1.3374561761743078E-17   5.1575                 0.0     
  11.36                 1.552436997390248E-6    5.162                  0.0      3.204867877929263E-12   5.1370000000000005     0.0      1.0634939773873919E-17   5.162                  0.0     
  11.370000000000001    1.4567925565058333E-6   5.1665                 0.0      2.758343331806016E-12   5.141500000000001      0.0      8.425414492331819E-18    5.1665                 0.0     
  11.38                 1.3656341881782388E-6   5.171                  0.0      2.3682305357773227E-12  5.146000000000001      0.0      6.649625086474459E-18    5.171                  0.0     
  11.39                 1.2788201025219762E-6   5.1755                 0.0      2.028161681804066E-12   5.150500000000001      0.0      5.227560551918477E-18    5.1755                 0.0     
  11.4                  1.1962107049886149E-6   5.18                   0.0      1.7323988204841235E-12  5.155                  0.0      4.092990494565891E-18    5.18                   0.0     
  11.41                 1.1176686022813324E-6   5.1845                 0.0      1.4757807286444132E-12  5.1595                 0.0      3.1912662452716225E-18   5.1845                 0.0     
  11.42                 1.0430586081958014E-6   5.189                  0.0      1.253673447663128E-12   5.164000000000001      0.0      2.4774439310676844E-18   5.189                  0.0     
  11.43                 9.722477493855106E-7    5.1935                 0.0      1.061924298462825E-12   5.168500000000001      0.0      1.914686765156716E-18    5.1935                 0.0     
  11.44                 9.051052710492674E-7    5.1979999999999995     0.0      8.96819185931651E-13    5.173                  0.0      1.4729088809478017E-18   5.1979999999999995     0.0     
  11.450000000000001    8.415026425388149E-7    5.202500000000001      0.0      7.550430122533944E-13   5.177500000000001      0.0      1.1276275745407314E-18   5.202500000000001      0.0     
  11.46                 7.813135628844029E-7    5.207000000000001      0.0      6.336430252517582E-13   5.182000000000001      0.0      8.589948811601774E-19    5.207000000000001      0.0     
  11.47                 7.244139662356287E-7    5.2115                 0.0      5.299949343780564E-13   5.1865000000000006     0.0      6.509830367658487E-19    5.2115                 0.0     
  11.48                 6.7068202721534E-7      5.216                  0.0      4.4177163339494075E-13  5.191000000000001      0.0      4.907016060180571E-19    5.216                  0.0     
  11.49                 6.199981661837248E-7    5.2205                 0.0      3.6691437512435987E-13  5.195500000000001      0.0      3.678269286334995E-19    5.2205                 0.0     
  11.5                  5.722450544099586E-7    5.225                  0.0      3.0360624983797025E-13  5.2                    0.0      2.7412708186918803E-19   5.225                  0.0     
  11.51                 5.273076191483147E-7    5.2295                 0.0      2.502478249669292E-13   5.2045                 0.0      2.0306780875107784E-19   5.2295                 0.0     
  11.52                 4.850730486156921E-7    5.234                  0.0      2.0543480979541115E-13  5.2090000000000005     0.0      1.4948684860730856E-19   5.234                  0.0     
  11.53                 4.454307968673117E-7    5.238499999999999      0.0      1.6793761467467575E-13  5.2135                 0.0      1.0932585504694178E-19   5.238499999999999      0.0     
  11.540000000000001    4.082725885669746E-7    5.243                  0.0      1.3668268005036916E-13  5.218000000000001      0.0      7.941062114951491E-20    5.243                  0.0     
  11.55                 3.7349242364830615E-7   5.2475000000000005     0.0      1.107354562333899E-13   5.222500000000001      0.0      5.727167466551619E-20    5.2475000000000005     0.0     
  11.56                 3.4098658186292617E-7   5.252                  0.0      8.928492036115671E-14   5.227                  0.0      4.099847792801127E-20    5.252                  0.0     
